offense_category_id,offense_code_extension,offense_code,offense_type_id,is_crime,geometry_type,offense_id,source_file_uri
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021595526299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021487459299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021572972299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216014454299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021675356299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021644879299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021303138299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216013614299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021193294299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021572466299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021410781299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216001124299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021129053299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216012043299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021344564299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202171229299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021291707299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216013976299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216024596299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216025252299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021581077299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021336718299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021507971299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021324659299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021704169299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021536856299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021523853299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202143765299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202134551299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216000382299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021111301299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202120551299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202177239299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202165111299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021665728299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021656597299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021278654299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021523522299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216018526299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216009718299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216002086299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021467909299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021332297299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021535019299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021201331299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021634220299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021335688299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216018644299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
